ID,Assunto,IP Origem,Notificado em,Status,Tipo
5962044,Host com o serviço SMB vulnerável,[IP_ADDRESS_d8650c305c],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962046,Host com o serviço SMB vulnerável,[IP_ADDRESS_b6c45c268e],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962047,Host com o serviço SMB vulnerável,[IP_ADDRESS_d9c75b7322],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962050,Host com o serviço SMB vulnerável,[IP_ADDRESS_112ff5c836],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962051,Host com o serviço SMB vulnerável,[IP_ADDRESS_ab46ad6575],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962052,Host com o serviço SMB vulnerável,[IP_ADDRESS_6ded06906c],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962053,Host com o serviço SMB vulnerável,[IP_ADDRESS_a49c4d520c],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962054,Host com o serviço SMB vulnerável,[IP_ADDRESS_859236b4de],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962055,Host com o serviço SMB vulnerável,[IP_ADDRESS_1ae153736e],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962056,Host com o serviço SMB vulnerável,[IP_ADDRESS_0a7e7dfe8e],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962057,Host com o serviço SMB vulnerável,[IP_ADDRESS_6130b742d4],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962058,Host com o serviço SMB vulnerável,[IP_ADDRESS_5a6e102879],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962059,Host com o serviço SMB vulnerável,[IP_ADDRESS_7035f80b07],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962060,Host com o serviço SMB vulnerável,[IP_ADDRESS_3e82a3bd87],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962061,Host com o serviço SMB vulnerável,[IP_ADDRESS_bdfc4ddf09],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962066,Host com o serviço SMB vulnerável,[IP_ADDRESS_e5eb201698],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962067,Host com o serviço SMB vulnerável,[IP_ADDRESS_d59ee81b3a],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962068,Host com o serviço SMB vulnerável,[IP_ADDRESS_94c7981042],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962070,Host com o serviço SMB vulnerável,[IP_ADDRESS_ef7b3925a4],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962074,Host com o serviço SMB vulnerável,[IP_ADDRESS_ba775d714b],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962102,Host com o serviço SMB vulnerável,[IP_ADDRESS_c2180fdef6],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962103,Host com o serviço SMB vulnerável,[IP_ADDRESS_741bfd9b56],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962104,Host com o serviço SMB vulnerável,[IP_ADDRESS_32e7e3d52a],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962105,Host com o serviço SMB vulnerável,[IP_ADDRESS_0f80cb5a02],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962106,Host com o serviço SMB vulnerável,[IP_ADDRESS_8b1e301c6c],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962107,Host com o serviço SMB vulnerável,[IP_ADDRESS_2dd170ff9c],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962108,Host com o serviço SMB vulnerável,[IP_ADDRESS_628a2185d0],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962109,Host com o serviço SMB vulnerável,[IP_ADDRESS_ba0b1e853c],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962110,Host com o serviço SMB vulnerável,[IP_ADDRESS_a5a2b79105],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962111,Host com o serviço SMB vulnerável,[IP_ADDRESS_b018b935aa],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962112,Host com o serviço SMB vulnerável,[IP_ADDRESS_7b54be1f39],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962157,Host com o serviço SMB vulnerável,[IP_ADDRESS_fce050171d],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962158,Host com o serviço SMB vulnerável,[IP_ADDRESS_4ed7598370],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962159,Host com o serviço SMB vulnerável,[IP_ADDRESS_68d5c48c6b],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962160,Host com o serviço SMB vulnerável,[IP_ADDRESS_4c3b2a0ee4],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962161,Host com o serviço SMB vulnerável,[IP_ADDRESS_fea6bab2f3],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962162,Host com o serviço SMB vulnerável,[IP_ADDRESS_4ee72a5098],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962163,Host com o serviço SMB vulnerável,[IP_ADDRESS_6493f952de],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962164,Host com o serviço SMB vulnerável,[IP_ADDRESS_8728df25a2],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
5962165,Host com o serviço SMB vulnerável,[IP_ADDRESS_a4c3e22cf4],[DATE_TIME_4ca32ffef1] 03:25:27+00:00,Resolvido,Acesso Indevido-Vazamento/SMB
